YEAR,MONTH,total_freight_tons,total_co2e_kg,intl_freight_tons,intl_ratio,date,port_teus,freight_lag1,freight_lag2,freight_roll3,freight_yoy,freight_mom,intl_ratio_lag1,co2e_lag1,co2e_roll3,month_num,port_lag1,port_lag2,port_roll3,port_yoy,high_carbon_risk
2021,5,61147.777,449732641.93468684,61147.77699999999,0.9999999999999998,2021-05-01,1012047.85,58097.208,63071.275,58063.99483333334,0.5062654174579775,0.0525080138102334,1.0000000000000002,426589371.323951,420262009.00297886,5,946966.35,957599.25,901293.6666666666,0.7399160770873601,1
2021,6,60351.112,446292676.89222854,60351.112,1.0,2021-06-01,876430.35,61147.777,58097.208,60772.08666666667,0.42774434909317205,-0.013028519417803253,0.9999999999999998,449732641.93468684,443703536.5881172,6,1012047.85,946966.35,972204.4833333333,0.26747871290865866,1
2021,7,62625.305,461505552.56019247,62625.30499999999,0.9999999999999999,2021-07-01,890799.8,60351.112,61147.777,59865.36566666667,0.3630198147292374,0.03768270251590389,1.0,446292676.89222854,440871563.38362217,7,876430.35,1012047.85,945148.1833333332,0.04018109057079955,1
2021,8,62066.0,464886400.02879316,62066.0,1.0,2021-08-01,954377.35,62625.305,60351.112,61374.73133333334,0.3662016662769245,-0.008930974467908803,0.9999999999999999,461505552.56019247,452510290.46236926,8,890799.8,876430.35,926426.0,-0.00775124365436719,1
2021,9,56512.0305,419388837.1961693,56512.03050000001,1.0000000000000002,2021-09-01,903864.6,62066.0,62625.305,61680.805666666674,0.20454628800510988,-0.08948489511165536,1.0,464886400.02879316,457561543.16040474,9,954377.35,890799.8,907202.4999999999,0.02290542320677269,1
2021,10,59925.1975,441899176.96574146,59925.19750000001,1.0000000000000002,2021-10-01,902643.9,56512.0305,62066.0,60401.111833333336,0.13556396587050767,0.06039717507584519,1.0000000000000002,419388837.1961693,448593596.5950517,10,903864.6,954377.35,916347.25,-0.07961902404085208,1
2021,11,55013.854,400273367.7815624,55013.853999999985,0.9999999999999998,2021-11-01,811459.9,59925.1975,56512.0305,59501.076,0.05610369478418553,-0.08195790260015423,1.0000000000000002,441899176.96574146,442058138.06356806,11,902643.9,903864.6,920295.2833333332,-0.12742240960955953,1
2021,12,56949.9595,412499791.663841,56949.959500000004,1.0000000000000002,2021-12-01,786588.75,55013.854,59925.1975,57150.36066666667,0.11927335150055796,0.035193053371610716,0.9999999999999998,400273367.7815624,420520460.64782447,12,811459.9,902643.9,872656.1333333332,-0.10532162106075282,1
2022,1,51870.3295,385029047.3730304,51870.32949999999,0.9999999999999999,2022-01-01,865595.35,56949.9595,55013.854,57296.337,-0.004309601695177578,-0.08919462005938739,1.0000000000000002,412499791.663841,418224112.1370483,1,786588.75,811459.9,833564.1833333332,0.03600067838301646,1
2022,2,54507.3365,403976781.42195344,54507.336500000005,1.0000000000000002,2022-02-01,857764.4,51870.3295,56949.9595,54611.380999999994,0.02798447778858959,0.05083844705478491,0.9999999999999999,385029047.3730304,399267402.27281135,2,865595.35,786588.75,821214.6666666666,0.07312382571385467,1
